speaker,emotion,feature_1_mean,feature_1_std,feature_1_skew,feature_1_kurtosis,feature_2_mean,feature_2_std,feature_2_skew,feature_2_kurtosis,feature_3_mean,feature_3_std,feature_3_skew,feature_3_kurtosis,feature_4_mean,feature_4_std,feature_4_skew,feature_4_kurtosis,feature_5_mean,feature_5_std,feature_5_skew,feature_5_kurtosis,feature_6_mean,feature_6_std,feature_6_skew,feature_6_kurtosis,feature_7_mean,feature_7_std,feature_7_skew,feature_7_kurtosis,feature_8_mean,feature_8_std,feature_8_skew,feature_8_kurtosis,feature_9_mean,feature_9_std,feature_9_skew,feature_9_kurtosis,feature_10_mean,feature_10_std,feature_10_skew,feature_10_kurtosis,feature_11_mean,feature_11_std,feature_11_skew,feature_11_kurtosis
b3c7c357c77848765caaded035be8800169fb4dc53996f78ed5b0b24403427f4,anger,1.7,1.03440804327886,-0.7968799844282948,-0.8530002620316179,0.5875,0.36994275082624456,-0.6263076033058105,-1.0096591677770452,0.5916666666666666,0.36543353248801164,-0.7036143706375214,-0.8899267671174873,0.43166666666666664,0.25627134057479,-0.9658668906204843,-0.7937526894083136,0.00765306122448977,0.013255490874251567,1.1547005383792517,-0.6666666666666665,7.0,5.000000000000002,1.5916157281026229e-15,-1.0783999999999998,7.5,2.29128784747792,-0.4987837491108397,-1.2380952380952381,1.0,0.0,0.0,0.0,1.4839285714285715,0.30306154658816115,1.0442323226472587,-0.7619245980084672,0.19625778169999503,0.08331438403056383,0.99247528106705,-0.7966307467999871,0.7729136299611444,0.06565688680362634,-1.0327419500756774,-0.7461924401022015
e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger,0.35714285714285715,0.8748177652797066,2.0412414523193148,2.1666666666666643,0.11904761904761904,0.29160592175990213,2.041241452319314,2.166666666666666,0.11904761904761905,0.29160592175990213,2.0412414523193143,2.166666666666667,0.08928571428571429,0.21870444131992664,2.0412414523193148,2.1666666666666643,0.0,0.0,0.0,0.0,1.4285714285714273,3.4992710611188222,2.0412414523193165,2.1666666666666723,8.142857142857142,1.2453996981544782,-0.27167652695197975,-0.8760387811634365,1.0,0.0,0.0,0.0,1.3411564625850338,0.07862515464434958,0.9147457720131854,-0.24663899107187515,0.1622244155882436,0.030048202320729262,0.633517210447872,-0.7201965376762507,0.7978503299517049,0.027032433333912174,-0.06508870606870619,-1.3010061924685168
f8710902ce31a673185ffd93d3140f32bea4098fee10e39532557626b4d05efb,anger,1.5,1.0801234497346435,-0.5951700641394972,-1.5000000000000004,0.611111111111111,0.43744488188954506,-0.6309038567106235,-1.5,0.6111111111111112,0.43744488188954506,-0.6309038567106242,-1.4999999999999996,0.4305555555555555,0.3049235888902798,-0.697217201821331,-1.5000000000000004,0.0,0.0,0.0,0.0,5.3333333333333295,4.109609335312648,-0.2390631469295454,-1.5000000000000002,8.666666666666666,1.247219128924647,-0.38180177416060473,-1.5000000000000004,1.0,0.0,0.0,0.0,1.311904761904762,0.06397632782163996,0.5454588102140275,-1.5000000000000002,0.15753488536442312,0.024565508449042955,0.6084488020911192,-1.5000000000000004,0.7841842812744474,0.01507759069224954,-0.5997314332322761,-1.5000000000000058
07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger,0.6428571428571429,1.0424656799518874,1.1310438984758695,-0.4140712821530128,0.255952380952381,0.4160284227382514,1.0942921002078376,-0.677955724760591,0.2619047619047619,0.4212334764989079,1.0445080176272774,-0.8123590115240522,0.1845238095238095,0.2957680535429725,1.0312496583267468,-0.836157908490557,0.0,0.0,0.0,0.0,2.2857142857142856,3.843892584878203,1.36626498594714,0.47629803730044706,7.428571428571429,2.498979383505129,0.6887966050331482,-0.38600538254517414,1.0,0.0,0.0,0.0,1.4576015254586683,0.2188509914590337,0.9190938325692898,0.2498555235982729,0.19538883740973262,0.06911178106403862,0.5267657790403056,-0.6468349226834462,0.774184773761449,0.05622677814196274,-0.7605277714392632,-0.4560532294991315
415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,anger,1.1363636363636365,0.9233726657692479,-0.15918473288614396,-1.5241969650703833,0.2727272727272727,0.376203303573792,0.8175001725234394,-1.0217567186238923,0.4696969696969697,0.3680290242876097,-0.32656364556724204,-1.5194197069807525,0.32954545454545453,0.2581507248787675,-0.3413332945869802,-1.568671567637648,0.0,0.0,0.0,0.0,4.0,3.5161962919661303,0.2007516914098314,-1.3062283737024207,7.636363636363637,1.966664332071267,0.08296797806787558,-0.6898422090729786,1.0,0.0,0.0,0.0,1.417171717171717,0.20499451890313689,1.9119090907128895,3.104912000933541,0.18602029305657916,0.05828267643708653,1.2665839931178464,1.2762788622493328,0.7731762341251645,0.04657498997500944,-0.744644763344829,0.5020104288005949
5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,anger,1.6199999999999999,1.4204224723651764,-0.00030148182712050835,-1.5375998115866658,0.5466666666666666,0.449493542161002,-0.3653522860223779,-1.8085326725157262,0.5466666666666666,0.449493542161002,-0.3653522860223779,-1.808532672515726,0.4023333333333333,0.3298814601910477,-0.38267696654131933,-1.8189885428951444,0.0,0.0,0.0,0.0,6.800000000000002,6.764613810115107,0.5222570322616861,-1.0786102009878242,9.6,3.1368774282716245,-0.017105716691942857,-1.5160618679357525,1.0,0.0,0.0,0.0,1.3222222222222224,0.14656562175858795,0.3476794475723907,-1.79369797859691,0.15300901664193306,0.05041476360340291,0.34173893292209606,-1.7802613602474275,0.7923086063241939,0.02252458947581406,-0.28682201314387273,-1.4885226461014975
3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger,0.13333333333333333,0.4988876515698589,3.474396144861514,10.071428571428568,0.06666666666666667,0.24944382578492946,3.474396144861514,10.071428571428568,0.06666666666666667,0.24944382578492946,3.474396144861514,10.071428571428568,0.04444444444444444,0.16629588385661964,3.4743961448615157,10.071428571428575,0.0,0.0,0.0,0.0,0.39999999999999986,1.4966629547095756,3.4743961448615224,10.071428571428598,6.2,1.6812693617224654,1.451059953302208,1.8898184407262377,1.0,0.0,0.0,0.0,1.5414814814814817,0.18362901707575663,0.5646244277614573,0.5172409038408761,0.22833745984239098,0.04975918756418237,0.12703483455202397,-0.28283763974654796,0.7398165091062049,0.033753847072839925,-0.5320142200777681,-0.27421186377959206
55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,anger,1.009090909090909,1.0609782896598199,0.6310493556049914,-0.6999724984230977,0.12727272727272726,0.27918285590984293,1.8909610772994343,1.9147270949018456,0.3545454545454545,0.33037252535530526,-0.06393349405312904,-1.8482328290728938,0.25712121212121214,0.24233581089117143,0.02276904802512553,-1.689971158490947,0.025252525252525252,0.05486252773333442,1.8255462761712513,1.595087618500429,4.181818181818181,5.149019003093198,1.177950851126788,0.20535009110639546,8.636363636363637,2.05703790890632,0.1807472656011507,0.046676635742187944,1.0,0.0,0.0,0.0,1.3386068476977568,0.1310598227924223,1.3691665066718695,1.0162289342314192,0.16684554665167703,0.04242204375862432,0.8260300698132276,-0.37796634906792015,0.7714938533125086,0.04006737184831128,-0.5422287161332291,-0.6544680186612388
e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger,0.18181818181818182,0.5749595745760688,2.8460498941515415,6.100000000000001,0.05303030303030303,0.16769654258468678,2.846049894151543,6.100000000000005,0.0606060606060606,0.19165319152535634,2.8460498941515397,6.099999999999994,0.045454545454545456,0.1437398936440172,2.8460498941515415,6.100000000000001,0.0,0.0,0.0,0.0,0.7272727272727271,2.2998382983042753,2.846049894151541,6.1,6.636363636363637,1.8719327529067273,0.20204578551865685,-0.9978195087219661,1.0,0.0,0.0,0.0,1.5244588744588745,0.2513908761529683,0.9598064398265389,-0.3933053526456791,0.2194963935262143,0.06854259265661013,0.7693956579474935,-0.744092211053867,0.7452701691282079,0.05081469786397704,-0.8961811037267264,-0.6791284151783539
c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.8547236990991407,0.1579875514375953,-1.4908058409951326,1.0,0.0,0.0,0.0,1.341111111111111,0.10120264477098397,0.34311717084546967,-1.2495942671771236,0.16186662926971504,0.03277524483524624,0.4364214377248254,-1.0792055591069196,0.7917218908486745,0.01568389439367888,-0.9036172990905471,-0.556262495105841
